event_hour,total_events,total_events_human,push_events,push_events_human,bot_events,distinct_actors,distinct_actors_human,distinct_repos,distinct_push_repos
2026-06-01T00:00:00Z,151348,118643,116727,98196,32705,45671,45134,64440,53331
2026-06-01T01:00:00Z,151555,124769,115648,100482,26786,48491,47973,62789,51224
2026-06-01T02:00:00Z,156960,119537,130864,100586,37423,47433,47040,76997,67198
2026-06-01T03:00:00Z,158737,125895,131372,107020,32842,46562,46109,72294,61360
2026-06-01T04:00:00Z,162270,124459,139430,108615,37811,49069,48672,80336,70787
2026-06-01T05:00:00Z,158466,133919,133201,115046,24547,53806,53389,71102,60808
2026-06-01T06:00:00Z,158990,140483,130875,117789,18507,58323,57881,72632,60084
2026-06-01T07:00:00Z,155863,138578,130938,117824,17285,61176,60732,73700,62326
2026-06-01T08:00:00Z,155600,139687,132967,120885,15913,62333,61878,73141,62820
2026-06-01T09:00:00Z,156736,139290,132557,119212,17446,62956,62494,74946,64004
2026-06-01T10:00:00Z,156563,136361,132778,117028,20202,59543,59065,73717,62670
2026-06-01T11:00:00Z,155612,134183,133593,116430,21429,62185,61750,78043,67694
2026-06-01T12:00:00Z,158151,140421,135956,121551,17730,66812,66366,79103,68833
2026-06-01T13:00:00Z,154945,138313,132019,118639,16632,66205,65754,78120,67260
2026-06-01T14:00:00Z,152074,136888,128469,116676,15186,65305,64859,76499,64927
2026-06-01T15:00:00Z,149565,134221,126758,115283,15344,65967,65535,77019,66035
2026-06-01T16:00:00Z,157485,139618,135072,120729,17867,65759,65303,79264,68585
2026-06-01T17:00:00Z,158319,124318,138147,107377,34001,58588,58178,88095,78557
2026-06-01T18:00:00Z,153601,134680,131723,116782,18921,59919,59468,73618,63864
2026-06-01T19:00:00Z,156330,134039,134881,117656,22291,58976,58521,74733,64955
2026-06-01T20:00:00Z,154033,128603,130865,111668,25430,53966,53491,72047,62055
2026-06-01T21:00:00Z,160479,129242,137165,112771,31237,51882,51423,74565,65115
2026-06-01T22:00:00Z,158930,126472,133116,109593,32458,50332,49843,71238,61433
2026-06-01T23:00:00Z,156836,123806,126720,103364,33030,48077,47604,68717,58560
2026-06-02T00:00:00Z,152914,122008,124335,103131,30906,48873,48343,68658,58285
2026-06-02T01:00:00Z,153857,125520,122181,104497,28337,52115,51594,68601,57302
2026-06-02T02:00:00Z,155211,118768,133709,102886,36443,50004,49633,78574,69588
2026-06-02T03:00:00Z,156276,121530,129366,102336,34746,48397,47952,74410,64170
2026-06-02T04:00:00Z,153107,117075,131320,101018,36032,49825,49448,78664,69633
2026-06-02T05:00:00Z,153378,129375,127106,109897,24003,56197,55745,71824,61173
2026-06-02T06:00:00Z,153341,133517,126559,112427,19824,59127,58717,73721,61131
2026-06-02T07:00:00Z,156406,137204,131282,117012,19202,62909,62470,75875,64885
2026-06-02T08:00:00Z,154017,134650,129456,114628,19367,64039,63639,77346,66530
2026-06-02T09:00:00Z,155622,135319,129838,114560,20303,63264,62790,76515,65358
2026-06-02T10:00:00Z,159634,131964,132211,112776,27670,59720,59241,77373,66443
2026-06-02T11:00:00Z,155544,134158,131963,115409,21386,63564,63117,77789,66842
2026-06-02T12:00:00Z,155255,135972,133936,118119,19283,64059,63628,78758,68686
2026-06-02T13:00:00Z,149876,131768,126975,112438,18108,66156,65690,78608,67752
2026-06-02T14:00:00Z,146670,129678,123778,110229,16992,65349,64870,78034,66889
2026-06-02T15:00:00Z,108624,95819,91093,81478,12805,51262,50839,59293,50635
2026-06-02T16:00:00Z,581,524,0,0,57,372,354,405,0
2026-06-02T17:00:00Z,34174,29831,28688,25410,4343,18552,18335,22283,18221
2026-06-02T18:00:00Z,102972,89025,88750,77555,13947,44791,44420,55910,48012
2026-06-02T19:00:00Z,154534,134648,129222,114089,19886,59033,58562,71951,62409
2026-06-02T20:00:00Z,158635,133631,136079,115601,25004,58099,57669,75815,66752
2026-06-02T21:00:00Z,159669,136436,136798,118746,23233,50056,49537,66381,57605
2026-06-02T22:00:00Z,158831,130161,131596,111331,28670,49381,48856,67959,58283
2026-06-02T23:00:00Z,111259,90338,90668,75818,20921,37968,37572,51383,44132
2026-06-03T00:00:00Z,86155,71380,72124,61699,14775,31901,31524,42059,35802
2026-06-03T01:00:00Z,150484,123175,118357,100834,27309,50227,49699,65840,54436
2026-06-03T02:00:00Z,159183,123701,135352,106204,35482,50484,50086,78244,68848
2026-06-03T03:00:00Z,162583,131732,138664,113399,30851,50044,49628,75280,65810
2026-06-03T04:00:00Z,160709,122087,137170,104263,38622,46854,46456,78622,68888
2026-06-03T05:00:00Z,153384,128838,125033,107257,24546,53546,53089,72008,59297
2026-06-03T06:00:00Z,156189,136768,130777,116993,19421,60704,60270,73428,62274
2026-06-03T07:00:00Z,159247,139703,135169,120287,19544,62515,62072,76032,64967
2026-06-03T08:00:00Z,157576,138034,133554,118809,19542,60804,60368,74316,63549
2026-06-03T09:00:00Z,151808,134051,130392,116542,17757,61247,60844,73273,63093
2026-06-03T10:00:00Z,158127,136225,135712,118124,21902,62948,62545,78240,67902
2026-06-03T11:00:00Z,153958,133202,129516,113726,20756,62473,61977,77125,66022
2026-06-03T12:00:00Z,153882,135584,131421,117115,18298,62965,62519,75893,64794
2026-06-03T13:00:00Z,149101,132355,126070,113061,16746,63437,62961,75733,64577
2026-06-03T14:00:00Z,148265,131776,125351,112569,16489,66316,65892,78516,67295
2026-06-03T15:00:00Z,111386,99427,93806,84547,11959,51237,50869,60062,51679
2026-06-03T16:00:00Z,578,515,0,0,63,369,350,407,0
2026-06-03T17:00:00Z,26653,22227,21739,18227,4426,15321,15121,19116,15435
