event_hour,total_events,total_events_human,push_events,push_events_human,bot_events,distinct_actors,distinct_actors_human,distinct_repos,distinct_push_repos
2018-02-01T00:00:00Z,51772,51529,28495,28430,243,19235,19219,21193,13066
2018-02-01T01:00:00Z,53452,53174,27818,27767,278,21137,21129,23067,13012
2018-02-01T02:00:00Z,54235,54035,27871,27837,200,22502,22485,24707,13394
2018-02-01T03:00:00Z,52742,52484,28296,28259,258,21429,21415,23617,13108
2018-02-01T04:00:00Z,44293,43840,24221,24184,453,17746,17732,19805,11552
2018-02-01T05:00:00Z,48230,47977,25798,25766,253,19153,19140,21115,11932
2018-02-01T06:00:00Z,53093,52747,26074,26011,346,22501,22489,24495,12965
2018-02-01T07:00:00Z,58326,56976,28437,28330,1350,24559,24545,26627,14200
2018-02-01T08:00:00Z,65630,64787,31188,31071,843,27439,27425,29635,15878
2018-02-01T09:00:00Z,72496,71903,35790,35654,593,30558,30539,32822,18139
2018-02-01T10:00:00Z,67490,66881,33871,33787,609,28246,28226,30366,17421
2018-02-01T11:00:00Z,61632,60588,30565,30493,1044,24940,24927,27628,15389
2018-02-01T12:00:00Z,64568,64097,32470,32408,471,26721,26697,28984,16452
2018-02-01T13:00:00Z,71778,71458,35886,35776,320,29403,29385,31273,18189
2018-02-01T14:00:00Z,79279,78898,40399,40296,381,32600,32583,34581,20540
2018-02-01T15:00:00Z,83307,82805,41906,41780,502,33602,33582,36174,21530
2018-02-01T16:00:00Z,83945,83347,42965,42868,598,32693,32672,35046,21303
2018-02-01T17:00:00Z,73836,73557,38178,38090,279,29271,29252,31082,18907
2018-02-01T18:00:00Z,70505,70315,36950,36906,190,27685,27674,29479,17822
2018-02-01T19:00:00Z,70466,69904,36319,36242,562,27523,27503,29083,17859
2018-02-01T20:00:00Z,68518,67918,35614,35505,600,26803,26784,28862,17741
2018-02-01T21:00:00Z,68260,67892,35829,35763,368,26243,26220,28064,17580
2018-02-01T22:00:00Z,62995,62447,33594,33514,548,23876,23855,25809,16118
2018-02-01T23:00:00Z,54712,53839,29272,29226,873,20149,20134,22211,13721
2018-02-02T00:00:00Z,50892,50314,27483,27434,578,18794,18777,21008,12570
2018-02-02T01:00:00Z,52495,52299,27449,27367,196,20894,20881,22941,12686
2018-02-02T02:00:00Z,54251,53926,27736,27684,325,22321,22306,24391,13137
2018-02-02T03:00:00Z,50492,50163,26805,26748,329,20817,20805,22799,12683
2018-02-02T04:00:00Z,43097,42831,23942,23909,266,16797,16788,18942,11009
2018-02-02T05:00:00Z,45772,45366,24787,24731,406,18107,18097,20278,11269
2018-02-02T06:00:00Z,52417,52262,27520,27450,155,21526,21515,23633,12834
2018-02-02T07:00:00Z,57317,57153,28837,28740,164,23757,23746,26363,13964
2018-02-02T08:00:00Z,66070,65603,32957,32875,467,27048,27032,29139,16053
2018-02-02T09:00:00Z,71730,71207,36291,36194,523,29705,29688,31933,18025
2018-02-02T10:00:00Z,65796,65016,34194,34070,780,26419,26405,28629,16679
2018-02-02T11:00:00Z,58546,58258,31610,31580,288,23529,23514,25374,14798
2018-02-02T12:00:00Z,59348,59005,31978,31925,343,23830,23814,25883,15181
2018-02-02T13:00:00Z,69621,69113,36388,36349,508,26811,26796,29185,16859
2018-02-02T14:00:00Z,72508,72156,36890,36828,352,29189,29167,32356,18698
2018-02-02T15:00:00Z,75615,75236,39478,39404,379,30004,29986,32491,19327
2018-02-02T16:00:00Z,76128,75547,41033,40975,581,29366,29350,31710,19409
2018-02-02T17:00:00Z,67376,67022,36136,36054,354,26687,26668,28556,17322
2018-02-02T18:00:00Z,64406,63884,34497,34413,522,24576,24557,26550,16022
2018-02-02T19:00:00Z,63138,62633,33134,33079,505,24145,24123,26133,15829
2018-02-02T20:00:00Z,62644,62310,33929,33862,334,22904,22885,25161,15324
2018-02-02T21:00:00Z,61512,61347,33695,33666,165,22681,22664,24535,15204
2018-02-02T22:00:00Z,55198,54720,30047,30017,478,20490,20471,22445,13852
2018-02-02T23:00:00Z,47214,46977,25598,25523,237,17483,17465,19591,11893
2018-02-03T00:00:00Z,40431,40260,22607,22579,171,14593,14579,16644,10168
2018-02-03T01:00:00Z,37772,37613,21220,21197,159,13379,13370,15160,8870
2018-02-03T02:00:00Z,36733,35551,20183,20108,1182,13195,13183,15841,8565
2018-02-03T03:00:00Z,35266,34233,19630,19525,1033,12768,12758,15100,8410
2018-02-03T04:00:00Z,34714,33793,19711,19671,921,12090,12077,14765,8239
2018-02-03T05:00:00Z,33961,32839,18998,18978,1122,11937,11921,14683,7963
2018-02-03T06:00:00Z,33634,33045,18883,18853,589,12503,12495,14684,7952
2018-02-03T07:00:00Z,34498,34410,19178,19153,88,13196,13187,15159,8165
2018-02-03T08:00:00Z,35798,35632,19890,19817,166,13946,13933,15998,8777
2018-02-03T09:00:00Z,38829,38701,21661,21622,128,14632,14621,16904,9596
2018-02-03T10:00:00Z,38184,37967,21561,21517,217,14422,14413,16650,9393
2018-02-03T11:00:00Z,37892,37630,21140,21097,262,14541,14533,16462,9378
2018-02-03T12:00:00Z,40788,40031,21909,21825,757,15721,15710,18350,10181
2018-02-03T13:00:00Z,44439,44091,24577,24495,348,17045,17034,19436,11183
2018-02-03T14:00:00Z,47562,47192,25820,25721,370,18722,18710,20954,12206
2018-02-03T15:00:00Z,50481,50095,27859,27815,386,19636,19621,22093,12983
2018-02-03T16:00:00Z,52268,51793,29143,29104,475,19573,19557,22066,13114
2018-02-03T17:00:00Z,49103,48743,27166,27120,360,18517,18504,20650,12560
2018-02-03T18:00:00Z,47810,47620,27177,27142,190,18286,18275,20218,12397
2018-02-03T19:00:00Z,48551,48291,27659,27632,260,17825,17812,19640,11977
2018-02-03T20:00:00Z,46729,46251,26162,26139,478,17501,17492,19500,12015
2018-02-03T21:00:00Z,46568,46264,26682,26641,304,17151,17138,19141,12055
2018-02-03T22:00:00Z,44638,44464,25488,25454,174,16193,16181,18116,11383
2018-02-03T23:00:00Z,40260,39637,23245,23126,623,14589,14573,16288,10219
2018-02-04T00:00:00Z,36651,36039,22076,21844,612,12639,12627,14451,8907
2018-02-04T01:00:00Z,35164,34220,20528,20247,944,12027,12017,14120,8304
2018-02-04T02:00:00Z,35161,34347,20935,20700,814,12204,12194,14154,8280
2018-02-04T03:00:00Z,33289,32956,19682,19421,333,12217,12207,13940,8163
2018-02-04T04:00:00Z,32240,31811,19087,18906,429,11870,11859,13442,8023
2018-02-04T05:00:00Z,32594,32361,19047,18854,233,11854,11845,13702,8111
2018-02-04T06:00:00Z,33835,33722,19455,19396,113,12328,12319,14150,8326
2018-02-04T07:00:00Z,34885,34602,19904,19856,283,12693,12685,14355,8322
2018-02-04T08:00:00Z,35535,35448,19816,19794,87,13384,13377,15116,8529
2018-02-04T09:00:00Z,36199,36043,20343,20310,156,14023,14015,16060,9296
2018-02-04T10:00:00Z,38556,38453,21832,21819,103,14559,14549,16738,9750
2018-02-04T11:00:00Z,41402,41317,24185,24157,85,15191,15181,17394,10057
2018-02-04T12:00:00Z,41918,41679,23497,23454,239,16370,16360,18571,10907
2018-02-04T13:00:00Z,46495,46310,25869,25820,185,18298,18287,20589,12252
2018-02-04T14:00:00Z,50920,50819,28615,28579,101,20121,20110,22633,13440
2018-02-04T15:00:00Z,52334,52204,29809,29766,130,20672,20665,23013,13877
