event_hour,total_events,total_events_human,push_events,push_events_human,bot_events,distinct_actors,distinct_actors_human,distinct_repos,distinct_push_repos
2026-07-01T00:00:00Z,161097,128848,135337,112259,32249,41903,41384,63384,54251
2026-07-01T01:00:00Z,158662,128764,131616,110633,29898,44677,44162,63451,53862
2026-07-01T02:00:00Z,160832,115795,138077,100082,45037,46198,45796,80633,71446
2026-07-01T03:00:00Z,160862,122913,136515,105876,37949,48240,47807,75540,66189
2026-07-01T04:00:00Z,162953,122338,140957,106836,40615,48915,48467,80375,71015
2026-07-01T05:00:00Z,161213,133910,136268,115816,27303,50271,49841,68286,57746
2026-07-01T06:00:00Z,158706,135138,135672,118094,23568,56047,55641,71501,61254
2026-07-01T07:00:00Z,155024,132935,131725,114667,22089,57311,56879,72031,61613
2026-07-01T08:00:00Z,158724,135395,135314,116839,23329,55085,54663,71098,61074
2026-07-01T09:00:00Z,160754,139779,139659,123028,20975,53676,53233,68849,59232
2026-07-01T10:00:00Z,158025,138011,139492,123582,20014,51911,51476,65995,56882
2026-07-01T11:00:00Z,163829,139619,141198,121904,24210,58517,58045,75613,65246
2026-07-01T12:00:00Z,161121,136532,138335,118539,24589,58799,58332,76402,66100
2026-07-01T13:00:00Z,158987,136439,136068,118032,22548,59495,59012,76539,65600
2026-07-01T14:00:00Z,158045,123146,136691,106443,34899,57848,57363,86866,76098
2026-07-01T15:00:00Z,160056,137442,133595,116134,22614,63146,62617,79461,67431
2026-07-01T16:00:00Z,156474,133856,129645,112697,22618,59799,59258,75926,63911
2026-07-01T17:00:00Z,162669,136868,139160,118517,25801,56436,55942,74663,64435
2026-07-01T18:00:00Z,156860,131551,132454,113071,25309,55972,55441,72157,61749
2026-07-01T19:00:00Z,163315,131504,136988,112087,31811,56991,56451,78881,68242
2026-07-01T20:00:00Z,159021,127392,131166,107258,31629,52969,52405,73419,62725
2026-07-01T21:00:00Z,160938,126312,131387,105344,34626,51349,50733,73671,63098
2026-07-01T22:00:00Z,158935,124185,129844,104699,34750,48127,47577,70191,59793
2026-07-01T23:00:00Z,155463,118514,123558,96733,36949,44385,43867,68133,57605
2026-07-02T00:00:00Z,157120,124393,124935,101798,32727,45255,44670,66186,55396
2026-07-02T01:00:00Z,160562,128702,131111,106882,31860,46854,46321,68609,57928
2026-07-02T02:00:00Z,161784,116155,137033,97278,45629,44908,44474,83370,72962
2026-07-02T03:00:00Z,160390,121525,136280,103727,38865,47683,47233,77649,67774
2026-07-02T04:00:00Z,164443,131894,142651,115155,32549,48975,48566,72388,63479
2026-07-02T05:00:00Z,167363,142212,141766,122839,25151,53970,53495,69346,59176
2026-07-02T06:00:00Z,161657,138374,139665,120930,23283,53813,53369,69902,60001
2026-07-02T07:00:00Z,160938,139218,135347,118258,21720,58651,58168,72646,61495
2026-07-02T08:00:00Z,160053,133564,135782,114280,26489,57209,56725,75914,64523
2026-07-02T09:00:00Z,159122,134824,134522,115793,24298,57583,57028,73743,62867
2026-07-02T10:00:00Z,162823,137844,139527,119332,24979,58351,57850,75917,65212
2026-07-02T11:00:00Z,160837,137417,138251,120063,23420,57435,56946,73081,62575
2026-07-02T12:00:00Z,163188,139443,138772,120042,23745,57436,56889,75921,64006
2026-07-02T13:00:00Z,158525,130247,134613,111063,28278,55805,55269,78832,67326
2026-07-02T14:00:00Z,157870,131862,131171,110576,26008,61328,60789,81380,68821
2026-07-02T15:00:00Z,161389,137080,134460,116528,24309,60951,60389,78851,66471
2026-07-02T16:00:00Z,160671,139988,137572,121011,20683,57937,57454,74622,63328
2026-07-02T17:00:00Z,156896,135071,135666,117506,21825,52472,52079,70220,60401
2026-07-02T18:00:00Z,164089,142058,143391,124979,22031,55372,54935,71931,62619
2026-07-02T19:00:00Z,164186,134136,142782,117050,30050,51737,51254,75457,66556
2026-07-02T20:00:00Z,162433,136686,141035,119135,25747,51379,50941,70764,62128
2026-07-02T21:00:00Z,167826,140111,146843,123221,27715,47967,47477,67956,59671
2026-07-02T22:00:00Z,160888,131073,137196,113082,29815,43410,42922,65057,56339
2026-07-02T23:00:00Z,162198,131397,140614,114746,30801,43110,42684,65256,57277
2026-07-03T00:00:00Z,164635,138540,139267,118802,26095,42997,42527,63261,54360
2026-07-03T01:00:00Z,160678,127607,140856,112198,33071,43201,42793,69314,61374
2026-07-03T02:00:00Z,167397,125718,147618,109910,41679,46782,46428,83108,74736
2026-07-03T03:00:00Z,160715,123669,140129,106966,37046,44612,44231,77200,68500
2026-07-03T04:00:00Z,160586,133012,137063,114162,27574,48922,48496,68947,59653
2026-07-03T05:00:00Z,165030,141391,141244,122559,23639,52409,52019,69051,59541
2026-07-03T06:00:00Z,163843,141229,142540,123678,22614,54487,54068,72174,62204
2026-07-03T07:00:00Z,166636,146586,145932,129310,20050,53848,53411,68691,58799
2026-07-03T08:00:00Z,161515,139970,142524,124472,21545,51265,50851,68585,58979
2026-07-03T09:00:00Z,165451,146806,147882,132260,18645,50097,49656,64675,55737
2026-07-03T10:00:00Z,158147,140335,141116,125990,17812,48009,47618,62394,53706
2026-07-03T11:00:00Z,160962,138994,141351,122677,21968,54086,53678,70275,61117
2026-07-03T12:00:00Z,167063,143504,145103,124803,23559,56472,56048,74753,65003
2026-07-03T13:00:00Z,157459,128560,137784,112028,28899,54653,54285,78629,69548
2026-07-03T14:00:00Z,165460,139087,138979,115921,26373,53821,53415,77111,67115
2026-07-03T15:00:00Z,161628,139427,136227,118058,22201,54603,54175,73081,62947
2026-07-03T16:00:00Z,162188,139874,140189,121560,22314,53222,52863,71026,61523
2026-07-03T17:00:00Z,162259,136436,141044,119324,25823,52473,52085,72402,63485
2026-07-03T18:00:00Z,163348,139121,139916,119942,24227,51578,51167,70375,61165
2026-07-03T19:00:00Z,162698,133810,142296,117274,28888,49415,49029,72728,64543
2026-07-03T20:00:00Z,162703,135556,142255,118931,27147,47699,47288,67397,59767
2026-07-03T21:00:00Z,163719,134381,140344,115496,29338,43558,43117,64604,57031
2026-07-03T22:00:00Z,165146,133741,140205,114467,31405,42563,42090,64812,56730
2026-07-03T23:00:00Z,156515,123572,128043,102754,32943,40454,39995,61055,52368
2026-07-04T00:00:00Z,160387,128779,128404,106202,31608,38911,38398,58039,48617
2026-07-04T01:00:00Z,164597,124041,139819,106420,40556,39444,38999,69127,60899
2026-07-04T02:00:00Z,164506,118957,143740,102914,45549,39666,39250,77528,70142
2026-07-04T03:00:00Z,160033,123111,141762,108282,36922,37681,37332,68143,61322
2026-07-04T04:00:00Z,166677,138697,145613,121960,27980,42828,42435,62618,54626
2026-07-04T05:00:00Z,167104,141191,143571,124073,25913,45386,45019,61899,52822
2026-07-04T06:00:00Z,166651,140369,147026,125236,26282,45868,45487,64142,55784
2026-07-04T07:00:00Z,165122,141559,147894,127229,23563,45730,45384,61934,54319
2026-07-04T08:00:00Z,165410,138165,148095,124263,27245,44956,44572,65035,57354
2026-07-04T09:00:00Z,167935,143504,150154,128680,24431,48573,48232,66311,58224
2026-07-04T10:00:00Z,171009,145269,152213,129848,25740,50313,49983,70770,62436
2026-07-04T11:00:00Z,165127,139213,143065,119611,25914,48273,47966,75255,64316
2026-07-04T12:00:00Z,168056,138729,150046,123533,29327,50512,50193,74423,66358
2026-07-04T13:00:00Z,170338,131299,152582,116203,39039,49707,49399,84571,76330
2026-07-04T14:00:00Z,165654,140666,147589,125399,24988,50235,49927,70169,61646
2026-07-04T15:00:00Z,165379,145702,150897,133132,19677,47234,46944,63033,55754
2026-07-04T16:00:00Z,170572,150703,156767,138917,19869,45738,45434,61142,54218
2026-07-04T17:00:00Z,163858,139173,146948,125159,24685,48587,48261,66510,58979
2026-07-04T18:00:00Z,169543,144035,151244,128563,25508,49494,49159,68099,60472
2026-07-04T19:00:00Z,164450,136325,146817,121457,28125,45331,44984,66364,59375
2026-07-04T20:00:00Z,175139,143708,155340,127792,31431,46740,46372,68843,61609
2026-07-04T21:00:00Z,162837,131734,141421,115142,31103,43584,43144,64067,56940
2026-07-04T22:00:00Z,164938,130622,138800,111063,34316,41095,40622,63625,55780
2026-07-04T23:00:00Z,159238,125455,129263,103144,33783,40514,40077,60580,52287
2026-07-05T00:00:00Z,156883,126860,123376,102788,30023,39334,38817,56331,47246
2026-07-05T02:00:00Z,164243,117915,142935,101522,46328,38954,38568,76604,68792
2026-07-05T03:00:00Z,164391,125493,142756,108624,38898,40847,40457,71407,63767
2026-07-05T04:00:00Z,164147,135591,146922,121944,28556,38970,38620,59797,53205
2026-07-05T05:00:00Z,172871,150669,145566,127163,22202,41407,41099,55967,49360
2026-07-05T06:00:00Z,164658,142065,141502,122579,22593,41845,41490,56989,49600
2026-07-05T07:00:00Z,166489,145115,145873,127449,21374,43566,43227,59016,51330
2026-07-05T08:00:00Z,167347,142329,148310,126053,25018,44664,44373,64014,56640
2026-07-05T09:00:00Z,164877,142839,147104,127877,22038,44452,44147,62531,54109
2026-07-05T10:00:00Z,170163,145097,153060,130844,25066,48165,47844,66956,59278
2026-07-05T11:00:00Z,165219,139845,147936,125139,25374,48775,48465,67414,59306
2026-07-05T12:00:00Z,166626,141984,147244,125121,24642,51540,51218,72310,63312
2026-07-05T13:00:00Z,169865,128648,152671,113876,41217,50679,50369,87863,79451
2026-07-05T14:00:00Z,169075,147045,151077,131697,22030,53883,53578,71848,63138
2026-07-05T15:00:00Z,166062,143835,148470,129043,22227,50828,50533,70427,61666
2026-07-05T16:00:00Z,167969,148154,152079,134920,19815,48912,48617,65654,57627
2026-07-05T17:00:00Z,167660,145476,150175,130776,22184,47965,47662,67596,58901
2026-07-05T18:00:00Z,167245,146334,148973,130822,20911,47361,47083,65725,57020
2026-07-05T19:00:00Z,171371,146178,154314,131648,25193,46675,46375,68461,60630
2026-07-05T20:00:00Z,170350,145515,153870,131653,24835,42096,41786,61394,54335
2026-07-05T21:00:00Z,168943,143952,151502,129500,24991,39917,39609,61267,53753
2026-07-05T22:00:00Z,168140,142786,151103,128881,25354,38705,38398,58697,51813
2026-07-05T23:00:00Z,167603,140778,150193,126650,26825,37597,37282,58108,51178
2026-07-06T00:00:00Z,167025,143075,146290,127971,23950,40198,39818,60434,51474
